NAME,ALT_NAME1,ALT_NAME2,SOURCE,DEFINITION,REG_NAME,DIST_NAME,RELIABILIT,X_COORD,Y_COORD,P_CODE,CODE,FID_1,FID_Somali,NAME_1,ALT_NAME_1,ALT_NAME_2,SOURCE_1,DEFINITI_1,REG_NAME_1,DIST_NAM_1,RELIABIL_1,X_COORD_1,Y_COORD_1,P_CODE_1,CODE_1,FID_som_ad,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,admin1Name,admin1Pcod,admin0Name,admin0Pcod
Buulo Sinqi,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.31067000000,3.05982000000,NA-3801-Y29-001,Y29-001,"4452","2012",Buulo Sinqi,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.31067000000,3.05982000000,NA-3801-Y29-001,Y29-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Sokor,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.44370000000,3.22860000000,NA-3801-U32-002,U32-002,"4992","2013",Buulo Sokor,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.44370000000,3.22860000000,NA-3801-U32-002,U32-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Soofi,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.54770000000,3.12015000000,NA-3802-X02-002,X02-002,"4661","2014",Buulo Soofi,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.54770000000,3.12015000000,NA-3802-X02-002,X02-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Subto,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.02962100000,3.08789000000,NA-3802-X12-001,X12-001,"4552","2015",Buulo Subto,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.02962100000,3.08789000000,NA-3802-X12-001,X12-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Buulo Sugaw,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.25037000000,3.05060000000,NA-3801-Y28-010,Y28-010,"4409","2016",Buulo Sugaw,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.25037000000,3.05060000000,NA-3801-Y28-010,Y28-010,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Taakoy,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.96240000000,3.06815000000,NA-3802-Y11-002,Y11-002,"4485","2017",Buulo Taakoy,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.96240000000,3.06815000000,NA-3802-Y11-002,Y11-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Togo,,,UNDP - 1997,Settlement,Hiraan,Jalalaqsi,Verified,45.51580000000,3.52175000000,NA-3803-M12-001,M12-001,"5497","2018",Buulo Togo,,,UNDP - 1997,Settlement,Hiraan,Jalalaqsi,Verified,45.51580000000,3.52175000000,NA-3803-M12-001,M12-001,"41",Jalalaqsi,SO2003,Jalalaqsi,,,Hiraan,SO20,Somalia,SO
Buulo Towsi,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,42.53004000000,2.33805000000,NA-3805-R12-002,R12-002,"2219","2019",Buulo Towsi,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,42.53004000000,2.33805000000,NA-3805-R12-002,R12-002,"55",Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO
Buulo Towsiile,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.84619000000,2.76414000000,NA-3806-F08-004,F08-004,"3413","2020",Buulo Towsiile,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.84619000000,2.76414000000,NA-3806-F08-004,F08-004,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Buulo Tubako,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.28872000000,3.36312000000,NA-3801-R29-003,R29-003,"5326","2021",Buulo Tubako,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.28872000000,3.36312000000,NA-3801-R29-003,R29-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Tugeer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.29094000000,3.13288000000,NA-3801-W29-004,W29-004,"4706","2022",Buulo Tugeer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.29094000000,3.13288000000,NA-3801-W29-004,W29-004,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Tugeer,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.08730000000,3.06797000000,NA-3801-Y24-001,Y24-001,"4484","2023",Buulo Tugeer,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.08730000000,3.06797000000,NA-3801-Y24-001,Y24-001,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Buulo Tugeer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.51180000000,3.46460000000,NA-3802-N01-002,N01-002,"5447","2024",Buulo Tugeer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.51180000000,3.46460000000,NA-3802-N01-002,N01-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Tugeerey,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.42906000000,2.92587000000,NA-3805-B32-001,B32-001,"3999","2025",Buulo Tugeerey,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.42906000000,2.92587000000,NA-3805-B32-001,B32-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Tuweer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.57688000000,3.24290000000,NA-3802-U02-010,U02-010,"5036","2026",Buulo Tuweer,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.57688000000,3.24290000000,NA-3802-U02-010,U02-010,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Uunsin,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.80739000000,3.05205000000,NA-3802-Y07-002,Y07-002,"4414","2027",Buulo Uunsin,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.80739000000,3.05205000000,NA-3802-Y07-002,Y07-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Uusla,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.49969900000,3.39790000000,NA-3801-Q33-001,Q33-001,"5378","2028",Buulo Uusla,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.49969900000,3.39790000000,NA-3801-Q33-001,Q33-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Wacalim,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,44.01437000000,3.22595000000,NA-3802-U12-003,U12-003,"4982","2029",Buulo Wacalim,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,44.01437000000,3.22595000000,NA-3802-U12-003,U12-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Warabe,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.59417000000,3.32044000000,NA-3802-S03-001,S03-001,"5246","2030",Buulo Warabe,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.59417000000,3.32044000000,NA-3802-S03-001,S03-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Warebo,,,UNDP - 1997,Settlement,Lower Shabelle,Kurtunwaarey,Verified,44.16677100000,1.58713000000,NA-3810-K15-001,K15-001,"826","2031",Buulo Warebo,,,UNDP - 1997,Settlement,Lower Shabelle,Kurtunwaarey,Verified,44.16677100000,1.58713000000,NA-3810-K15-001,K15-001,"49",Kurtunwaarey,SO2304,Kurtunwaarey,Kuntuwaaray,,Lower Shabelle,SO23,Somalia,SO
Buulo Wariiri,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,43.09350000000,2.39033000000,NA-3805-Q25-001,Q25-001,"2323","2032",Buulo Wariiri,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,43.09350000000,2.39033000000,NA-3805-Q25-001,Q25-001,"55",Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO
Buulo Warriiray,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.38336200000,3.11628000000,NA-3801-X31-001,X31-001,"4637","2033",Buulo Warriiray,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.38336200000,3.11628000000,NA-3801-X31-001,X31-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Warta,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.51940000000,3.23803000000,NA-3802-U01-008,U01-008,"5023","2034",Buulo Warta,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.51940000000,3.23803000000,NA-3802-U01-008,U01-008,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Weyn,Bulowayn,,"UNDP - 2006, FSAU",Settlement,Gedo,Baardheere,Verified,42.20036100000,2.31166400000,NA-3805-S05-004,S05-004,"2159","2035",Buulo Weyn,Bulowayn,,"UNDP - 2006, FSAU",Settlement,Gedo,Baardheere,Verified,42.20036100000,2.31166400000,NA-3805-S05-004,S05-004,"63",Baardheere,SO2602,Baardheere,"Baar-dheere, Bardera",,Gedo,SO26,Somalia,SO
Buulo Weyn,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.89897000000,2.12943000000,NA-3806-W31-001,W31-001,"1689","2036",Buulo Weyn,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.89897000000,2.12943000000,NA-3806-W31-001,W31-001,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Buulo Weyne,,,UNDP - 2006,Settlement,Hiraan,Jalalaqsi,Verified,45.56633000000,3.24252000000,NA-3803-U13-002,U13-002,"5035","2037",Buulo Weyne,,,UNDP - 2006,Settlement,Hiraan,Jalalaqsi,Verified,45.56633000000,3.24252000000,NA-3803-U13-002,U13-002,"41",Jalalaqsi,SO2003,Jalalaqsi,,,Hiraan,SO20,Somalia,SO
Buulo Wiin Ajuuraan,,,UNDP - 2006,Settlement,Gedo,Baardheere,Verified,42.29469000000,2.15265000000,NA-3805-W07-005,W07-005,"1770","2038",Buulo Wiin Ajuuraan,,,UNDP - 2006,Settlement,Gedo,Baardheere,Verified,42.29469000000,2.15265000000,NA-3805-W07-005,W07-005,"63",Baardheere,SO2602,Baardheere,"Baar-dheere, Bardera",,Gedo,SO26,Somalia,SO
Buulo Xaaji,Bulo,Bulo Haji,"UNDP - 1997, FSAU",Settlement,Lower Juba,Kismayo,Verified,41.98413800000,-0.63201000000,SA-3704-R33-001,R33-001,"58","2039",Buulo Xaaji,Bulo,Bulo Haji,"UNDP - 1997, FSAU",Settlement,Lower Juba,Kismayo,Verified,41.98413800000,-0.63201000000,SA-3704-R33-001,R33-001,"71",Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO
Buulo Xaaji Cisman,,,KEMRI - 2007,Settlement,Lower Shabelle,Marka,Verified,44.79915000000,1.85272000000,NA-3810-D29-008,D29-008,"1282","2040",Buulo Xaaji Cisman,,,KEMRI - 2007,Settlement,Lower Shabelle,Marka,Verified,44.79915000000,1.85272000000,NA-3810-D29-008,D29-008,"46",Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO
Buulo Xaansho,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.79503000000,3.60057000000,NA-3802-K07-006,K07-006,"5594","2041",Buulo Xaansho,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.79503000000,3.60057000000,NA-3802-K07-006,K07-006,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Xaawiyow,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,43.11568100000,3.06001000000,NA-3801-Y25-002,Y25-002,"4442","2042",Buulo Xaawiyow,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,43.11568100000,3.06001000000,NA-3801-Y25-002,Y25-002,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Buulo Xaawo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13650000000,3.05482000000,NA-3801-Y26-005,Y26-005,"4427","2043",Buulo Xaawo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13650000000,3.05482000000,NA-3801-Y26-005,Y26-005,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Xabiibo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.73943000000,2.94090000000,NA-3806-B06-002,B06-002,"4057","2044",Buulo Xabiibo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.73943000000,2.94090000000,NA-3806-B06-002,B06-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Xasanow,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.04035200000,3.05252000000,NA-3802-Y12-003,Y12-003,"4417","2045",Buulo Xasanow,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.04035200000,3.05252000000,NA-3802-Y12-003,Y12-003,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Buulo Xuji,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.29131000000,3.04702000000,NA-3801-Y29-011,Y29-011,"4395","2046",Buulo Xuji,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.29131000000,3.04702000000,NA-3801-Y29-011,Y29-011,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Xuseen,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.52040000000,2.97481000000,NA-3806-A01-004,A01-004,"4180","2047",Buulo Xuseen,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.52040000000,2.97481000000,NA-3806-A01-004,A01-004,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Xussen Mad Iiman,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.23590000000,2.77146000000,NA-3805-F28-003,F28-003,"3446","2048",Buulo Xussen Mad Iiman,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.23590000000,2.77146000000,NA-3805-F28-003,F28-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Yarow,,,UNDP - 2006,Settlement,Lower Shabelle,Marka,Verified,44.62294000000,1.72834000000,NA-3810-G25-012,G25-012,"1007","2049",Buulo Yarow,,,UNDP - 2006,Settlement,Lower Shabelle,Marka,Verified,44.62294000000,1.72834000000,NA-3810-G25-012,G25-012,"46",Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO
Buulo Yaroy,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.14450000000,3.05893000000,NA-3801-Y26-004,Y26-004,"4441","2050",Buulo Yaroy,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.14450000000,3.05893000000,NA-3801-Y26-004,Y26-004,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo Yussuf/Eel Qaramet,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.31047000000,4.02649000000,NB-3814-Z18-001,Z18-001,"6308","2051",Buulo Yussuf/Eel Qaramet,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.31047000000,4.02649000000,NB-3814-Z18-001,Z18-001,"59",Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO
Buulo Yusuf/Lowi-Biyoley,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.12363000000,3.06482000000,NA-3801-Y25-010,Y25-010,"4469","2052",Buulo Yusuf/Lowi-Biyoley,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.12363000000,3.06482000000,NA-3801-Y25-010,Y25-010,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo/Sabdow,,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.61877000000,2.73623000000,NA-3807-G14-004,G14-004,"3338","2053",Buulo/Sabdow,,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.61877000000,2.73623000000,NA-3807-G14-004,G14-004,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Buulo-Abaay,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.03095000000,3.06908000000,NA-3801-Y23-001,Y23-001,"4490","2054",Buulo-Abaay,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.03095000000,3.06908000000,NA-3801-Y23-001,Y23-001,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Buulo-Aduunyo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.60030000000,3.25869000000,NA-3802-T03-004,T03-004,"5074","2055",Buulo-Aduunyo,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.60030000000,3.25869000000,NA-3802-T03-004,T03-004,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Amino,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49850000000,3.11992000000,NA-3801-X33-006,X33-006,"4658","2056",Buulo-Amino,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49850000000,3.11992000000,NA-3801-X33-006,X33-006,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Asharaaf,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.44104000000,3.14956000000,NA-3801-W32-004,W32-004,"4749","2057",Buulo-Asharaaf,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.44104000000,3.14956000000,NA-3801-W32-004,W32-004,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Asharaaf,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49505000000,3.02022000000,NA-3801-Z33-002,Z33-002,"4308","2058",Buulo-Asharaaf,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49505000000,3.02022000000,NA-3801-Z33-002,Z33-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Aw Yusuf,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.69075000000,2.12283000000,NA-3806-X05-002,X05-002,"1666","2059",Buulo-Aw Yusuf,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.69075000000,2.12283000000,NA-3806-X05-002,X05-002,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Buulo-Awiidow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.80163000000,2.42142000000,NA-3806-P29-003,P29-003,"2414","2060",Buulo-Awiidow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.80163000000,2.42142000000,NA-3806-P29-003,P29-003,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Buulo-Axmed,B.Ahmed,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.54312000000,2.90538000000,NA-3807-C12-005,C12-005,"3935","2061",Buulo-Axmed,B.Ahmed,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.54312000000,2.90538000000,NA-3807-C12-005,C12-005,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Buulo-Baloow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,44.31316000000,2.92177000000,NA-3806-B18-001,B18-001,"3986","2062",Buulo-Baloow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,44.31316000000,2.92177000000,NA-3806-B18-001,B18-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Buulo-Banaan,Bulo Banan-1,,UNDP - 2006,Settlement,Middle Shabelle,Balcad,Verified,45.45595000000,2.72623000000,NA-3807-G11-003,G11-003,"3296","2063",Buulo-Banaan,Bulo Banan-1,,UNDP - 2006,Settlement,Middle Shabelle,Balcad,Verified,45.45595000000,2.72623000000,NA-3807-G11-003,G11-003,"44",Balcad,SO2103,Balcad,Balad,,Middle Shabelle,SO21,Somalia,SO
Buulo-Barako,Barako,Bulabaraka,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Baidoa,Verified,43.37210000000,2.91751000000,NA-3805-B31-001,B31-001,"3966","2064",Buulo-Barako,Barako,Bulabaraka,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Baidoa,Verified,43.37210000000,2.91751000000,NA-3805-B31-001,B31-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Barako,Bulo Barako,,UNDP - 2006,Settlement,Middle Shabelle,Balcad,Verified,45.57335000000,2.46028000000,NA-3807-N13-001,N13-001,"2524","2065",Buulo-Barako,Bulo Barako,,UNDP - 2006,Settlement,Middle Shabelle,Balcad,Verified,45.57335000000,2.46028000000,NA-3807-N13-001,N13-001,"44",Balcad,SO2103,Balcad,Balad,,Middle Shabelle,SO21,Somalia,SO
Buulo-Bari,Bulo Bari,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.66917000000,2.83710000000,NA-3807-D15-003,D15-003,"3719","2066",Buulo-Bari,Bulo Bari,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.66917000000,2.83710000000,NA-3807-D15-003,D15-003,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Buulo-Barwaaqo,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.99746800000,2.11081800000,NA-3806-X33-003,X33-003,"1622","2067",Buulo-Barwaaqo,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.99746800000,2.11081800000,NA-3806-X33-003,X33-003,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Buulo-Barwaaqo,,,UNDP - 2006,Settlement,Lower Shabelle,Kurtunwaarey,Verified,44.38313000000,1.60573000000,NA-3810-K20-001,K20-001,"835","2068",Buulo-Barwaaqo,,,UNDP - 2006,Settlement,Lower Shabelle,Kurtunwaarey,Verified,44.38313000000,1.60573000000,NA-3810-K20-001,K20-001,"49",Kurtunwaarey,SO2304,Kurtunwaarey,Kuntuwaaray,,Lower Shabelle,SO23,Somalia,SO
Buulo-Bishaaro,Bulo Bisharo,Buurbishaaro,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Jowhar,Verified,45.53528000000,2.83608000000,NA-3807-D12-001,D12-001,"3716","2069",Buulo-Bishaaro,Bulo Bisharo,Buurbishaaro,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Jowhar,Verified,45.53528000000,2.83608000000,NA-3807-D12-001,D12-001,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Buulo-Bisiq,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.46163000000,3.09591000000,NA-3801-X33-008,X33-008,"4573","2070",Buulo-Bisiq,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.46163000000,3.09591000000,NA-3801-X33-008,X33-008,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Buulo-Caano,"B.Camo, Caano",,"UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Afgooye,Verified,45.28863000000,2.66798000000,NA-3807-H07-001,H07-001,"3141","2071",Buulo-Caano,"B.Camo, Caano",,"UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Afgooye,Verified,45.28863000000,2.66798000000,NA-3807-H07-001,H07-001,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Buulo-Cabdalla,Bullo Abdalle,,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Qoryooley,Verified,44.74150000000,1.89322000000,NA-3810-C28-008,C28-008,"1355","2072",Buulo-Cabdalla,Bullo Abdalle,,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Qoryooley,Verified,44.74150000000,1.89322000000,NA-3810-C28-008,C28-008,"50",Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO
Buulo-Cabdiyow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.24598000000,2.28797000000,NA-3807-T06-007,T06-007,"2104","2073",Buulo-Cabdiyow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.24598000000,2.28797000000,NA-3807-T06-007,T06-007,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Buulo-Cadaad,Bulo Adad,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.74405000000,2.90237000000,NA-3807-C17-003,C17-003,"3929","2074",Buulo-Cadaad,Bulo Adad,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.74405000000,2.90237000000,NA-3807-C17-003,C17-003,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Buulo-Caday,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,42.59367000000,2.39758000000,NA-3805-Q14-002,Q14-002,"2335","2075",Buulo-Caday,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,42.59367000000,2.39758000000,NA-3805-Q14-002,Q14-002,"55",Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO
Buulo-Cadey,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.27436000000,2.17957000000,NA-3805-V29-001,V29-001,"1834","2076",Buulo-Cadey,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.27436000000,2.17957000000,NA-3805-V29-001,V29-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
